id_efectivo,id_especialidad,id_unidad_actual,id_rango_actual,nombre,ci,fecha_nacimiento,genero,departamento_origen,fecha_ingreso,estado,salario_mensual
618,4,2,2,APAZA CALLE LUIS PABLO,5080755-CB,19/02/2000,MASCULINO,cochabamba,11-07-2019,activo.,2872.39
619,4,34,1,Mamani Laura Adrián,14221907LP,17/10/2002,masculino,LaPaz,05-26-2020,ACTIVO,"Bs. 2,477.68"
620,16,33,1,Quiroga Castillo Luis Daniel,C.I. 13759375 LP,10-06-1999,hombre,La Paz,25-11-2018,act,2282.91
621,20,33,10,Orellana   Saavedra   Viviana,CI: 3136181,11-28-1994,MUJER,LA PAZ,2014/04/20,Act.,BS 6494.41
622,10,31,4,ARCE MACHACA OSCAR,CI: 9980691,1996/08/13,H,CBBA,11/08/2016,A,"3,389.47"
623,11,34,2,Salazar Rojas Marco,6139660CB,2004/05/09,masc,CBBA,2025/11/22,activo.,2584.79
624,20,41,2,Ticona Valda Arturo Armando,5.144.427 CB,21/03/2003,H,cochabamba,08/06/2024,ACTIVO,2662
625,17,37,3,chura vásquez maría nelly,1.023.8276 CB,09/04/1993,FEMENINO,Cochabamba,07-21-2011,baja,3085.74
626,7,3,8,Blanco #García Raúl,12521321-BN,02/10/1998,HOMBRE,Bn.,2016/02/11,DADO DE BAJA,"5,542.53"
627,18,40,2,morales arce marco,7430237,03-03-1998,masc,BENI,12-20-2020,B,"Bs.- 2,327.30"
628,15,14,6,Sánchez Paredes Juan,C.I. 11061570 SC,1987/02/28,M,santa cruz,2006/07/23,en actividad,"Bs.- 3,759.49"
629,20,14,9,Quispe Vásquez Arturo,7507893-SC,23/03/1993,hombre,SC,27/10/2012,A,"Bs.- 5,587.14"
630,1,25,9,SALAZAR RAMOS ANA,2.085.401 SC,12/06/1997,Mujer,SC,20210116,A,"5,704.87 Bs"
631,2,49,5,Arce   Rojas   Valeria,7399569-tj,02-23-1987,Mujer,TARIJA,20-02-2007,A,"3,287.07"
632,10,36,2,Mendoza   Saavedra   Sergio,1874873LP,06/07/2005,MASCULINO,LA PAZ,2023/01/26,DADO DE BAJA,BS 2576.98
633,1,33,13,Martínez Quiroga Elizabeth,C.I. 5569064 LP,07-05-1976,Mujer,LaPaz,16/01/2000,Act.,"Bs.9,341.72"
634,17,32,9,HUANCA NINA DAVID,5818458 - lp,1998/07/18,hombre,La  Paz,09-15-2022,baja.,"Bs. 6,571.32"
635,13,25,7,Chambi Laura Pedro,2938375TJ,06-01-1989,HOMBRE,TARIJA,2012/08/07,A,"Bs 4.390,42"
636,15,9,2,poma montaño lorena,7.233.861 SC,2004/01/08,femenino,Santa Cruz,11-04-2023,Activo,"2,164.84"
637,4,10,1,ROJAS SÁNCHEZ NELSON RAMIRO,3784101BN,01-01-2002,HOMBRE,Bn,21/04/2024,activo,"1,885.93"
638,3,10,12,Castillo Condori Natalia,10193742,1987/06/22,Mujer,Sta. Cruz,24/12/2012,activo,"Bs 7.860,03"
639,3,11,1,Paredes Escobar Jhonny Mario,CI: 4533549,24/05/1998,masculino,SCZ,08-02-2019,ACTV,BS 2517.59
640,11,34,5,Escobar   Valda   Rubén,CI: 13450562,22/11/1984,Masc.,Chq,10-25-2006,en reserva,3487.87
641,15,10,3,Escobar #Mendoza Rubén Mario,4673414-TJ,1983/12/18,Masculino,Tj,20060724,activo,"3,059.92 Bs"
642,16,26,11,VILLCA LAURA NELSON,CI: 4954093,07-14-1981,Masculino,LA PAZ,10/04/2006,activo,"Bs. 8,185.19"
643,12,44,4,Mamani   Calle   Mónica,CI: 3239478,19911119,F.,La Paz,06-01-2010,R,BS 3226.74
644,5,5,4,fernández copa rolando wilson,2202646-TJ,28/10/1994,hombre,Tj,2016/03/21,EN ACTIVIDAD,"3,415.19"
645,11,14,4,  Zenteno Poma Javier  ,4944744-cb,05/08/1987,Masculino,Cbba,2007/01/03,Activo,3782.64
646,16,42,2,Colque Escobar Roberto,6075879-SC,06/06/1998,masculino,Sta. Cruz,2019/04/12,act,BS 2148.53
647,1,11,2,Canaviri Paredes Marco,CI: 13608314,03/07/2002,masc,Sta Cruz,05/06/2023,activo,BS 2230.26
648,2,20,1,Saavedra Ochoa Luis,CI: 10703869,16/04/1998,hombre,COCHABAMBA,2017/10/12,ACTV,2115.24
649,7,14,12,Mamani García Antonio,14829862-sc,22/06/1979,M,Sta. Cruz,20040517,ACTV,8875.86
650,15,42,3,ORELLANA CALLISAYA OSCAR EDWIN,CI: 5116319,19860301,masc,pando,01/04/2008,Rsv.,2984.95
651,16,27,1,-,14284841 - sc,19/10/2005,masc,Sta Cruz,20230627,A,"Bs 2.166,52"
652,18,35,3,Mamani\tParedes Lorena,2276841 - lp,17/01/1993,Femenino,L.P.,20151022,act,3439.98
653,4,9,1,Flores\tVillca Gonzalo Franz,9050790,22/03/2002,H,SC,20221109,activo.,2467.93
654,6,8,3,Mamani Ramos Roberto,1.392.4151 LP,04/06/1994,MASCULINO,LP,04-09-2019,activo.,3102
655,16,49,2,MORALES GUTIÉRREZ PATRICIA,9759161,2003/01/11,Fem.,cochabamba,2024/07/04,ACTIVO,2706
656,7,3,6,ALIAGA MONTAÑO CRISTIAN,11779820-CB,1981/08/07,M,Cbba,12-10-2000,ACTIVO,4407.37
657,4,40,5,Calle Vásquez Cristian Daniel,10254389,11/11/1981,MASCULINO,Sta Cruz,18/05/2001,act,3564
658,14,2,4,Laura Huanca Luis,C.I. 13392128 SC,05-11-1980,Masculino,SC,2001/12/03,rsv,"Bs.- 3,840.04"
659,18,37,1,Torrez Sánchez Miguel,1.023.0964 TJ,2002/09/22,H,Tarija,13/02/2022,ACTIVO,1896
660,3,22,3,Poma Suárez Nelson Wálter,3664338,19850321,Masc.,L.P.,20041126,activo,"Bs.2,746.58"
661,7,40,8,Rojas Vásquez Armando,1996091-SC,07/07/1998,Masculino,Sta Cruz,06-05-2020,ACTV,"5,341.60 Bs"
662,8,9,1,Callisaya\tLópez Gonzalo,14664140-sc,04-08-1998,masc,Sta Cruz,03/12/2016,activo,"Bs 1.957,75"
663,13,43,7,BLANCO RODRÍGUEZ MARIO,6454467,1996/11/09,masc,tarija,11-07-2021,Reserva,"4,290.12 Bs"
664,4,19,7,Paco Montaño Sergio José,CI: 4419865,09/05/1984,masc,Sta. Cruz,25/07/2004,A,"5,211.4"
665,13,15,11,Cabrera López Nelson,4932931LP,1979/02/09,M,LA PAZ,09-09-2002,ACTIVO,"Bs. 6,986.58"
666,16,34,2,Chura   Escobar   Alejandro,10637062,01/03/1998,H,tarija,25/12/2018,A,2550.96
667,8,21,2,Apaza García David,11479371,12/06/1998,HOMBRE,COCHABAMBA,18/04/2019,activo,"Bs. 2,295.68"
668,12,7,2,Canaviri López Lucía Lorena,C.I. 4599278 LP,01/05/1998,fem,LA PAZ,04/07/2020,dado de baja,BS 2607.26
669,16,14,1,Calle   Callisaya   Alejandro,3802428 - lp,20040604,masculino,Lp,19/09/2022,ACTIVO,2249
670,7,13,2,Mendoza   Paco   Gonzalo   Sergio,4009691-lp,15/05/2000,H,LP,15/11/2018,ACTIVO,"2,225.89"
671,3,49,1,  Suárez Vargas Sergio  ,8052414 - sc,2000/04/03,Masc.,santa cruz,04-07-2019,ACTV,2331
672,20,29,2,  Salazar Cruz David  ,8128409-BN,2002/06/09,masculino,Beni,24-04-2024,ACTIVO,BS 2751.72
673,2,34,2,Quiroga Rodríguez Adrián,7620407-SC,09-08-2000,Hombre,santa cruz,04-02-2019,A,"Bs. 2,580.18"
674,3,34,3,Quiroga Orellana Pedro,1.446.9924 LP,1984/10/15,Hombre,La Paz,24/07/2003,activo,BS 2622.14
675,3,45,1,Morales   Cusi   Armando   Marco,11687744 - or,20010826,M,ORURO,20190826,rsv,"Bs 2.297,38"
676,20,43,2,Pérez Morales Teresa,14635948LP,16/05/2005,Fem.,La Paz,02-05-2025,EN ACTIVIDAD,2697.42
677,17,18,5,Nina #Apaza Rubén,2487947-SC,13/03/1996,M,SC,04/10/2020,Act.,BS 3400.17
678,20,23,9,Choque Limachi Germán Nelson,C.I. 7881736 LP,25/10/1988,Masc.,LA PAZ,03-03-2008,activo.,BS 6325.47
679,13,46,2,  Vásquez Valda Enrique Nelson  ,9.651.395 BN,2001/09/21,MASCULINO,Bn.,07-09-2019,A,"Bs 2.629,75"
680,7,7,8,López Laura Erick,9863756,19920503,Hombre,SCZ,27/01/2017,activo,"Bs. 5,894.91"
681,5,48,13,ZENTENO MORALES WÁLTER,C.I. 3929930 CB,1980/06/04,M,Cochabamba,16/01/2001,EN ACTIVIDAD,10196.51
682,3,31,1,Yujra Vargas Wálter,13234722-cb,2004/05/14,Masculino,Cbba,17/05/2024,activo.,"2,407.72 Bs"
683,2,19,5,  Montaño Copa Armando  ,CI: 2032303,05-08-1981,Masculino,tarija,2001/04/07,B,"4,169.29"
684,20,13,1,Ticona Valda Marcelo,10133145,10-03-2001,M,POTOSI,07/08/2020,ACTIVO,"Bs.- 2,295.06"
685,18,47,7,Nina García Alejandro,9400075-CB,01-01-1996,Masc.,COCHABAMBA,27-04-2016,activo.,"Bs.- 5,247.39"
686,14,1,1,Vásquez Pérez Nelson,14808335SC,12-07-2001,HOMBRE,SC,05/06/2023,Reserva,"Bs. 1,920.33"
687,7,39,2,Cusi\tLimachi Carlos,14672532,2000/02/08,H,Lp,05-11-2021,act,2182
688,14,48,8,Villca   Ramos   Carlos,7635331,23/09/1988,M,santa cruz,24-02-2007,Activo,"Bs 5.637,28"
689,4,12,2,YUJRA MONTAÑO ALEJANDRO MARIO,13501732,2001/05/11,masculino,LP,2021/01/27,Act.,2537.72
690,17,29,1,Condori Rodríguez Javier,10303481,10/06/2001,masc,la paz,2020/08/28,ACTIVO,2233.19
691,10,19,1,Castillo Laura Edgar José,CI: 10744938,20000123,hombre,Pn.,05-19-2021,act,"2,135.88"
692,3,34,9,  Chambi Paco Enrique  ,CI: 12379638,18/03/1992,Masc.,SC,10-13-2015,en actividad,5919
693,13,37,8,mendoza fernández cristian,1.402.3628 PT,14-01-1996,masculino,POTOSÍ,2014/09/16,A,5418.77
694,17,9,3,Colque   Chambi   David,11908371,1997/01/27,HOMBRE,chuquisaca,12/01/2019,B,"Bs 3.348,55"
695,12,27,6,  Torrez Flores Mario  ,7416175,04-01-1982,HOMBRE,Potosi,20070704,ACTIVO,"Bs. 4,433.95"
696,2,2,3,Blanco Aliaga Raúl Wilson,9540127-cb,08-25-1985,M,Cochabamba,01-01-2006,act,"3,012.51 Bs"
697,17,4,6,  Zenteno Quiroga Antonio  ,2111028 - lp,10/02/1988,HOMBRE,LaPaz,2007/12/11,Act.,4083.82
698,15,9,1,Herrera   Chambi   Oscar   Rolando,C.I. 3723148 CB,2004/07/22,masculino,Cbba.,20231005,Act.,2236.61
699,3,13,3,Poma Chura Cristian,9951249,15/04/1986,hombre,Santa Cruz,02-05-2007,BAJA,"2,832.78 Bs"
700,8,49,1,FLORES CHAMBI GABRIELA,7372482,27/04/2004,Femenino,La  Paz,15/03/2024,ACTV,2248.47
701,14,18,1,fernández castillo sonia viviana,14714725,08/01/2002,Fem.,LaPaz,2023/04/22,Act.,"Bs.- 1,937.07"
702,4,41,2,cabrera zenteno mauricio rolando,14880173SC,2001/05/17,masc,SCZ,03-19-2022,en actividad,"2,675.91"
703,1,32,9,limachi quispe daniela sonia,10603703,24-09-1997,Fem.,COCHABAMBA,20210722,Rsv.,BS 5137.05
704,6,15,2,Nina   Suárez   Wálter,12054684-LP,20030622,Masculino,La  Paz,02-13-2022,Act.,BS 2619.67
705,18,38,1,López   Martínez   Hugo   Jhonny,8662586,14-04-2002,M,SCZ,18/10/2024,activo,2230
706,10,42,12,Ticona Chambi Raúl,5207244-SC,05-20-1979,Masc.,santa cruz,12-20-2002,activo,"Bs.9,141.92"
707,18,50,2,Suárez   Poma   Hugo,9012822 - cb,20000120,masculino,cochabamba,05-13-2021,act,2847.64
708,11,34,2,CANAVIRI QUIROGA FRANZ,14993676,2001/08/24,masc,la paz,18/11/2019,A,"Bs.- 2,518.29"
709,1,44,1,Copa #Villca Jenny,10549482,03-09-1999,Fem.,santa cruz,03-25-2021,Act.,"Bs 2.432,64"
710,13,15,3,López Yujra Mauricio,10664568-SC,09-19-1986,Hombre,Sta Cruz,20050613,EN ACTIVIDAD,"Bs. 2,621.65"
711,4,15,6,Mendoza Saavedra Jhonny Wilson,6760038-sc,19960218,Masc.,SC,12/06/2020,Activo,BS 4383.73
712,19,5,13,ROJAS SÁNCHEZ RUBÉN,3012893-SC,1978/08/20,Masculino,SCZ,03-02-2003,act,"Bs 11.549,03"
713,20,14,5,Rojas   García   Marco,3911009-lp,24/08/1993,MASCULINO,LA PAZ,26/04/2012,ACTIVO,4200.78
714,20,47,1,Rodríguez Callisaya Antonio,8933739SC,08-01-2000,MASCULINO,SC,06-05-2020,act,"Bs 2.209,41"
715,6,9,4,Cusi Herrera Daniela,5.689.870 SC,12-11-1995,mujer,SCZ,2018/12/22,ACTV,"Bs. 3,534.82"
716,5,1,1,null,6574981-sc,05/01/1998,Masculino,SCZ,21/06/2018,Activo,null
717,10,34,4,paco vargas mauricio,C.I. 5763210 SC,19961013,masc,Sta. Cruz,10-20-2020,Bja,"Bs.3,390.44"
718,12,19,2,Quiroga Castillo Adrián Wálter,12805863,17/02/2001,masc,Pn.,23/03/2020,activo,2737.27
719,7,46,2,Ochoa   Ramos   Adrián   Miguel,9.213.082 CB,2005/06/01,Hombre,Cbba.,03-25-2025,A,BS 2514.01
720,20,6,2,Saavedra Salazar Nelson Mario,6459880 - bn,20050722,masculino,BENI,24/04/2025,en actividad,"Bs. 2,164.82"
721,6,10,2,Vargas Orellana Jhonny,6466396,14/12/2001,Masc.,Bn.,24/02/2020,Act.,"Bs 2.370,22"
722,15,48,11,Escobar #Sánchez Alejandra,3049446-LP,06-04-1990,Fem.,LA PAZ,08/05/2014,EN RESERVA,7659.85
723,5,50,3,Zenteno Cabrera Iván,13387283 - sc,02-05-1986,masc,Sta Cruz,25/01/2006,BAJA,"Bs.3,105.25"
724,20,30,3,  Herrera Huanca Juan Hugo  ,6555099-lp,19960824,Masc.,L.P.,16/04/2015,activo,"3,285.75"
725,1,25,2,Pérez   Escobar   Raúl,null,06/05/1998,null,Sta Cruz,07/05/2016,null,"2,588.47"
726,6,3,2,blanco ticona wálter,CI: 10193570,25-05-1998,masculino,Tj,2020/08/20,Activo,"Bs.2,639.51"
727,7,2,1,Choque Arce Raúl,13593093,08/05/2002,MASCULINO,TARIJA,03-11-2023,ACTV,"Bs.- 2,434.42"
728,1,6,5,Morales Aliaga Mario,10846204,16/04/1989,hombre,beni,28/11/2011,ACTV,"3,449.85 Bs"
729,15,27,1,Ticona   Gutiérrez   Jorge   Mario,3.640.810 LP,05/11/2005,MASCULINO,La Paz,20/02/2023,activo,"2,314.47 Bs"
730,3,47,3,Blanco\tGarcía Rodrigo,CI: 14850004,28/02/1981,M,Cbba,08-20-2003,ACTV,"Bs.2,616.52"
731,20,44,1,García Montaño Edwin Miguel,7507886,11/03/1998,HOMBRE,Or,20181215,Activo,"1,905.63"
732,2,19,2,Chura Ramos Arturo,11451769 - lp,13/07/2001,Masc.,LA PAZ,18/04/2021,A,"Bs. 2,259.13"
733,19,43,1,Alanoca Ochoa Héctor,6656532 - lp,03-05-2003,Hombre,LP,13-05-2025,ACTIVO,"2,424.39"
734,1,50,11,Salazar Chambi Álvaro,CI: 14073123,04-15-1978,MASCULINO,COCHABAMBA,09-03-2000,A,8479
735,16,15,2,Chura Choque Carlos Nelson,7.070.375 CB,02-05-2005,M,Cbba.,20/10/2023,Act.,"2,664.13"
736,8,45,1,PÉREZ SAAVEDRA SANDRA,CI: 12483143,20020108,Fem.,la paz,02-01-2020,A,2469.27
737,9,31,3,Laura   Fernández   Cristian,3893776,1983/03/27,Masculino,Cochabamba,14/08/2005,act,2589.71
738,17,7,1,VÁSQUEZ MORALES ALEJANDRO,1715102,04/08/2003,Masc.,Cochabamba,10-01-2022,RESERVA,"Bs. 1,941.40"
739,16,20,3,  Zenteno Saavedra Miguel  ,CI: 9903570,07-06-1986,Hombre,Cbba.,12-07-2005,act,3058.62
740,6,29,7,Colque\tArce Héctor Gonzalo,4361577,13-07-1988,M,Tarija,03/03/2012,A,"Bs 4.172,27"
741,15,38,1,Quispe Cusi Ramiro,CI: 2954202,20051115,Masculino,La  Paz,05-02-2023,Activo,"Bs. 2,302.37"
742,20,32,4,Chambi Castillo Hugo Antonio,10892613 - lp,17-10-1992,hombre,La  Paz,08/11/2017,act,3092
743,11,28,2,Salazar Torrez José,14940464-lp,04-24-2000,M,LA PAZ,2022/11/19,A,"Bs. 2,562.15"
744,4,6,2,Choque Castillo Silvia Fabiola,10068929-CB,27-01-2004,MUJER,Cochabamba,22/11/2023,ACTV,2598.12
745,18,33,1,Cabrera #Rodríguez Lorena,8456747,2002/11/17,Fem.,la paz,02-18-2020,R,2460.15
746,18,3,3,  Suárez Vargas Iván  ,CI: 1431056,11/08/1993,hombre,LA PAZ,2018/11/03,ACTIVO,"Bs.- 2,711.85"
747,17,41,9,Rodríguez #Limachi Gustavo,5848200-CB,1993/04/13,MASCULINO,CBBA,2012/07/10,act,"5,858.65"
748,5,30,12,MORALES CHAMBI WILSON,10390021 - sc,22/10/1987,Masculino,SCZ,11-21-2012,ACTIVO,"Bs 7.593,88"
749,11,47,3,Yujra Cabrera Elizabeth Teresa,10281346,1992/06/04,F.,Pt,2017/10/26,Reserva,"3,142.77"
750,10,10,13,Copa Paredes Armando,8.601.081 LP,1977/08/01,hombre,La  Paz,09-11-2000,Act.,9373.37
751,14,9,1,Poma   Suárez   Verónica,C.I. 4824400 SC,16/07/2002,Femenino,SANTA CRUZ,20210915,ACTIVO,1914.98
752,14,7,2,Chambi Alanoca Víctor,14769874-PT,04-16-2001,hombre,Potosi,2022/01/11,activo,"Bs.- 2,311.47"
753,2,13,4,pérez rodríguez gladys,8196045-sc,1989/05/01,MUJER,SANTA CRUZ,2013/07/28,ACTV,"3,660.72 Bs"
754,13,42,5,Condori #Cruz Verónica Andrea,2557770-cb,05/07/1985,femenino,CBBA,05-13-2007,ACTIVO,"3,777.94 Bs"
755,15,50,13,Limachi Saavedra Jenny,1679900LP,01/01/1978,FEMENINO,Lp,18/07/2003,act,"Bs. 11,042.79"
756,18,10,9,Machaca Ticona Raúl,C.I. 7722708 LP,1989/05/03,hombre,LP,20140514,activo.,"6,661.78 Bs"
757,10,33,9,Rivera Poma Freddy,10219954,10/10/1994,MASCULINO,Sta Cruz,06-11-2013,Act.,6633.28
758,4,5,5,Chura Nina Wálter,1.746.392 CH,02-14-1995,masc,chuquisaca,20130427,Act.,4088.09
759,5,20,4,Mamani Choque David Rolando,12006927-LP,19961009,Masc.,LP,01-10-2016,en reserva,3908.61
760,15,22,11,Chura Sánchez Juan,7.110.052 CB,15/10/1975,Hombre,Cbba,2000/06/08,act,BS 7514.45
761,20,39,5,Fernández   Choque   Erick,11613669,02/04/1991,masculino,LP,20091222,EN ACTIVIDAD,"Bs.4,205.36"
762,9,46,2,Huanca Nina Alejandro,2326491,19990212,Masc.,La Paz,18/05/2021,ACTV,"2,604.56 Bs"
763,1,18,9,Vargas   Salazar   Héctor   Miguel,7012365SC,19950323,M,SANTA CRUZ,05-28-2019,en actividad,BS 6342.86
764,15,36,1,Rivera Ticona Franz,13625844 - cb,06/11/2003,Hombre,Cbba,05-17-2023,A,1954.43
765,7,5,2,Fernández Tito Andrés,13411239CB,03-07-1999,HOMBRE,CBBA,15-12-2018,ACTIVO,"2,527.95 Bs"
766,16,11,2,Fernández Tito Álvaro,1.345.3081 SC,28/04/1998,Masc.,Santa Cruz,13-09-2020,ACTIVO,2739.74
767,11,47,3,Canaviri\tAlanoca Pedro,7486289-LP,27/09/1997,Masculino,LA PAZ,2017/05/20,en reserva,"2,847.92 Bs"
768,9,17,5,Apaza Vargas Luis,5.268.011 LP,1993/01/27,Masculino,La Paz,2014/09/12,Activo,"Bs. 3,771.63"
769,20,37,6,Castillo #Colque Marcelo,CI: 10040682,19/07/1998,masculino,LA PAZ,20/12/2018,EN ACTIVIDAD,"Bs.4,821.44"
770,6,18,3,Chambi Suárez Miguel,7397798,19840427,Masc.,oruro,15/10/2005,Act.,2761
771,6,10,2,Chura   Choque   Valeria,10345678 - sc,01-27-1999,femenino,Sta. Cruz,06/01/2017,activo,"2,791.72 Bs"
772,18,6,1,Yujra Calle Héctor,3041832-SC,12/04/2002,masc,Sta Cruz,20230210,ACTV,"2,348.17 Bs"
773,11,20,2,Aliaga   Quiroga   Erick,C.I. 3319495 SC,10-11-2004,MASCULINO,Santa Cruz,01-01-2022,A,2704
774,14,43,8,VILLCA QUISPE IVÁN,C.I. 1773047 CH,1994/07/09,masc,Chq,01/02/2013,EN RESERVA,5033.06
775,12,50,1,Copa Calle Wilson,CI: 11320932,07-14-2001,hombre,LaPaz,2023/04/10,activo.,"Bs. 2,119.43"
776,20,5,11,calle ochoa mauricio,1.207.9872 PN,1986/01/12,masc,PANDO,12/03/2010,ACTIVO,6549.45
777,13,1,2,Alanoca Ochoa Víctor,1.494.2487 SC,02-18-2002,Masculino,Sta. Cruz,10-12-2020,Reserva,"Bs.2,830.56"
778,9,6,2,VARGAS BLANCO JAVIER,CI: 10090074,03-14-2004,H,la paz,06/03/2024,Act.,2832.27
779,5,1,12,Orellana Condori Wálter,14077878,1979/03/28,masc,CBBA,27-08-2002,act,"Bs. 8,996.74"
780,18,40,2,Saavedra Calle Daniel,9440595PN,26/12/2003,H,pando,02/01/2023,Act.,2515
781,2,23,1,Blanco Aliaga Alejandra,9077731,04-02-1998,Femenino,Cbba,01/06/2020,ACTIVO,BS 2426.93
782,14,38,1,López Rojas Iván Jhonny,C.I. 8757372 LP,11-01-2003,H,la paz,2021/08/09,R,"2,417.78"
783,5,39,5,Escobar Salazar Marcelo,CI: 7914310,16/05/1988,masculino,L.P.,27-07-2007,activo.,4323.64
784,8,44,7,Condori\tGutiérrez Luis Ramiro,10420076CB,15-02-1985,Hombre,COCHABAMBA,04-26-2007,activo,"Bs 4.598,32"
785,10,35,3,Herrera Rojas Pedro,4674703-sc,19960418,H,Sta. Cruz,20180311,activo.,2894.36
786,12,6,5,Canaviri   Choque   Iván,8532729-cb,19910706,Hombre,Cochabamba,06/10/2012,A,BS 3241.1
787,20,44,1,García Montaño Edwin Miguel,7507886,11/03/1998,HOMBRE,Or,20181215,Activo,"1,905.63"
788,15,21,2,Mamani   Cabrera   Miguel,3268836,01/01/2003,MASCULINO,la paz,20220725,ACTV,"Bs. 2,814.23"
789,7,9,9,Condori Orellana Pedro,13834318-sc,1995/10/18,Masculino,Santa Cruz,23/06/2013,act,"Bs. 6,102.88"
790,1,18,1,Mamani Cruz Andrés,10713642,03-02-2003,HOMBRE,Santa Cruz,20220702,Activo,"Bs.- 2,331.16"
791,5,3,5,Cusi Ramos Raúl,12509584 - ch,07-03-1991,hombre,Chq.,14/01/2009,baja.,"Bs.3,879.11"
792,13,44,10,Aliaga García Pedro Adrián,4497162,06-06-1992,masc,Santa Cruz,18/12/2010,act,"Bs 6.018,96"
793,7,43,2,Calle Castillo Edgar,12412165,10-28-2001,masculino,LP,,Act.,"Bs 2.864,91"
794,10,7,2,Martínez Pérez Álvaro,7562626LP,09/09/2005,masc,La  Paz,02/10/2023,ACTIVO,2621.12
795,8,1,5,Cabrera   Limachi   Pedro,1.778.376 TJ,14/09/1997,MASCULINO,Tj.,20190401,A,"Bs.- 4,259.25"
796,11,37,9,Valda Salazar Fabiola,1.011.0537 SC,06-02-1990,FEMENINO,SCZ,06/05/2014,Act.,"5,331.84 Bs"
797,1,29,2,  Montaño Valda Rubén  ,1.099.6498 LP,19990226,Masculino,Lp,08/03/2019,activo.,BS 2538.05
798,17,28,1,Salazar #García María,13965475CB,2001/09/12,Fem.,COCHABAMBA,2021/09/18,ACTIVO,"Bs 2.258,44"
799,3,36,2,Villca Machaca Alejandro,C.I. 9975441 LP,2004/10/05,Masc.,Lp,26/03/2025,EN ACTIVIDAD,"Bs. 2,373.77"
800,5,4,2,López Alanoca Antonio,C.I. 4835916 BN,2002/02/09,Masculino,beni,20220809,Activo,2673.36
801,19,10,11,Machaca Canaviri Javier,7.513.876 OR,11/02/1984,Masc.,ORURO,06/02/2009,en actividad,8317
802,2,18,2,Paco Mamani Rodrigo Mauricio,11637490 - lp,28/04/2000,Hombre,L.P.,23/03/2019,Act.,"2,394.38 Bs"
803,12,46,1,Rojas Mamani Angélica,14839164,15/08/2001,F,Sta Cruz,13/06/2022,RESERVA,"Bs 1.933,33"
804,4,2,2,  Nina Saavedra Adrián Andrés  ,3669613,27-04-2002,Masculino,Sta. Cruz,05-03-2024,activo.,2418.91
805,13,15,1,Machaca Poma Angélica,13635641CB,03/03/2004,F,Cbba.,20250612,act,2253
806,6,30,6,Salazar   Limachi   Gonzalo,6071766-cb,28/03/1986,hombre,CBBA,05/07/2006,Activo,4620
807,20,44,11,Castillo Quiroga Rodrigo Rodrigo,1659190,1978/12/20,hombre,SC,21/03/2003,activo.,"Bs 7.075,05"
808,18,16,5,Vargas Valda Javier,1.966.421 CB,1987/04/09,masculino,Cbba.,26/01/2008,A,"Bs 3.318,41"
809,19,46,7,Torrez Vásquez Edgar,8608994-cb,25/12/1988,hombre,CBBA,04-12-2011,baja.,4708
810,19,22,1,Villca Fernández Oscar Hugo,9.983.971 CB,09-03-2002,H,Cbba.,25/03/2022,en actividad,1964.11
811,13,8,2,Canaviri Rivera Freddy,5457623-pn,22-01-2002,H,Pn,18-11-2022,en actividad,"Bs.2,310.86"
812,1,35,1,Montaño Mendoza Edwin,1.241.9741 LP,19990817,Masc.,La  Paz,05/03/2019,R,"Bs 1.922,40"
813,16,4,3,CABRERA CASTILLO HUGO,5358076-PT,1983/08/07,MASCULINO,POTOSÍ,20031127,EN ACTIVIDAD,"3,172.35 Bs"
814,2,49,1,ROJAS MONTAÑO MARCO,CI: 5675094,20030327,M,La Paz,20240903,EN ACTIVIDAD,"2,487.79"
815,1,39,8,Colque Quiroga Andrés Marcelo,CI: 3011841,19/04/1992,M,BENI,25/04/2011,act,5677.55
816,19,47,2,Machaca Ticona Cristian,11819212 - lp,12/04/2005,masc,Lp,12/12/2023,Bja,"Bs. 2,389.19"
817,12,15,3,QUIROGA CALLE PAOLA YOLANDA,14896660-sc,04-14-1984,Fem.,Santa Cruz,02-17-2008,act,2581.28
818,1,32,1,Orellana Quiroga Gustavo,C.I. 1647170 LP,03-13-1999,Masc.,Lp,2017/06/21,EN ACTIVIDAD,"Bs.2,413.59"
819,7,21,10,  Suárez Saavedra Germán  ,7753453,1995/05/05,M,LA PAZ,2015/04/07,dado de baja,"Bs. 7,440.82"
820,6,47,2,SALAZAR GUTIÉRREZ PABLO,1.215.6916 SC,02/07/2003,hombre,SANTA CRUZ,27-03-2024,EN RESERVA,"2,869.68"
821,3,49,1,  Suárez Vargas Sergio  ,8052414 - sc,2000/04/03,Masc.,santa cruz,04-07-2019,ACTV,2331
822,4,16,3,  Torrez Poma Claudia  ,CI: 9250637,22/08/1980,Femenino,SANTA CRUZ,2002/04/28,Act.,"Bs 2.824,40"
823,13,5,5,Salazar Orellana Pablo,12020130-sc,1990/12/09,Hombre,Santa Cruz,01-12-2015,A,3878.29
824,19,47,1,Torrez   Quispe   Cecilia,12249547SC,07-10-2004,F,SC,18/08/2024,Act.,"Bs.2,401.20"
825,13,11,7,Montaño Calle Luis,C.I. 11769141 CB,21/06/1981,-,-,04-09-2003,ACTIVO,"Bs. 4,192.04"
826,14,40,3,Gutiérrez\tSánchez Natalia Patricia,4385396,08-18-1992,Fem.,L.P.,02/07/2017,ACTV,3020
